"Date","Index","Type","Value"
2014-08-01,"Long-term index (12 months)","Info., arts, recreation",65.9
2014-09-01,"Long-term index (12 months)","Info., arts, recreation",66.7
2014-10-01,"Long-term index (12 months)","Info., arts, recreation",69.2
2014-11-01,"Long-term index (12 months)","Info., arts, recreation",70.4
2014-12-01,"Long-term index (12 months)","Info., arts, recreation",67.9
2015-01-01,"Long-term index (12 months)","Info., arts, recreation",72.9
2015-02-01,"Long-term index (12 months)","Info., arts, recreation",67.3
2015-03-01,"Long-term index (12 months)","Info., arts, recreation",68.8
2015-04-01,"Long-term index (12 months)","Info., arts, recreation",66.5
2015-05-01,"Long-term index (12 months)","Info., arts, recreation",71.1
2015-06-01,"Long-term index (12 months)","Info., arts, recreation",75
2015-07-01,"Long-term index (12 months)","Info., arts, recreation",73.6
2015-08-01,"Long-term index (12 months)","Info., arts, recreation",72.2
2015-09-01,"Long-term index (12 months)","Info., arts, recreation",65.4
2015-10-01,"Long-term index (12 months)","Info., arts, recreation",61.9
2015-11-01,"Long-term index (12 months)","Info., arts, recreation",60
2015-12-01,"Long-term index (12 months)","Info., arts, recreation",60.5
2016-01-01,"Long-term index (12 months)","Info., arts, recreation",62
2016-02-01,"Long-term index (12 months)","Info., arts, recreation",66.7
2016-03-01,"Long-term index (12 months)","Info., arts, recreation",67.9
2016-04-01,"Long-term index (12 months)","Info., arts, recreation",63.6
2016-05-01,"Long-term index (12 months)","Info., arts, recreation",59.4
2016-06-01,"Long-term index (12 months)","Info., arts, recreation",59.6
2016-07-01,"Long-term index (12 months)","Info., arts, recreation",63
2016-08-01,"Long-term index (12 months)","Info., arts, recreation",63.5
2016-09-01,"Long-term index (12 months)","Info., arts, recreation",64.7
2016-10-01,"Long-term index (12 months)","Info., arts, recreation",67.1
2016-11-01,"Long-term index (12 months)","Info., arts, recreation",59.5
2016-12-01,"Long-term index (12 months)","Info., arts, recreation",56.9
2017-01-01,"Long-term index (12 months)","Info., arts, recreation",65.9
2017-02-01,"Long-term index (12 months)","Info., arts, recreation",67.9
2017-03-01,"Long-term index (12 months)","Info., arts, recreation",66.7
2017-04-01,"Long-term index (12 months)","Info., arts, recreation",58.7
2017-05-01,"Long-term index (12 months)","Info., arts, recreation",64.3
2017-06-01,"Long-term index (12 months)","Info., arts, recreation",62.5
2017-07-01,"Long-term index (12 months)","Info., arts, recreation",63.7
2017-08-01,"Long-term index (12 months)","Info., arts, recreation",60.3
2017-09-01,"Long-term index (12 months)","Info., arts, recreation",56.4
2017-10-01,"Long-term index (12 months)","Info., arts, recreation",54.3
2017-11-01,"Long-term index (12 months)","Info., arts, recreation",51.1
2017-12-01,"Long-term index (12 months)","Info., arts, recreation",55.4
2018-01-01,"Long-term index (12 months)","Info., arts, recreation",56.1
2018-02-01,"Long-term index (12 months)","Info., arts, recreation",59.4
2018-03-01,"Long-term index (12 months)","Info., arts, recreation",60.9
2018-04-01,"Long-term index (12 months)","Info., arts, recreation",59.8
2018-05-01,"Long-term index (12 months)","Info., arts, recreation",56.8
2018-06-01,"Long-term index (12 months)","Info., arts, recreation",62
2018-07-01,"Long-term index (12 months)","Info., arts, recreation",58.5
2018-08-01,"Long-term index (12 months)","Info., arts, recreation",58.9
2018-09-01,"Long-term index (12 months)","Info., arts, recreation",53.4
2018-10-01,"Long-term index (12 months)","Info., arts, recreation",59.5
2018-11-01,"Long-term index (12 months)","Info., arts, recreation",57.7
2018-12-01,"Long-term index (12 months)","Info., arts, recreation",55.6
2019-01-01,"Long-term index (12 months)","Info., arts, recreation",60.2
2019-02-01,"Long-term index (12 months)","Info., arts, recreation",61.4
2019-03-01,"Long-term index (12 months)","Info., arts, recreation",60
2019-04-01,"Long-term index (12 months)","Info., arts, recreation",50
2019-05-01,"Long-term index (12 months)","Info., arts, recreation",43.3
2019-06-01,"Long-term index (12 months)","Info., arts, recreation",52.8
2019-07-01,"Long-term index (12 months)","Info., arts, recreation",60.9
2019-08-01,"Long-term index (12 months)","Info., arts, recreation",66
2019-09-01,"Long-term index (12 months)","Info., arts, recreation",66
2019-10-01,"Long-term index (12 months)","Info., arts, recreation",64.4
2019-11-01,"Long-term index (12 months)","Info., arts, recreation",62.5
2019-12-01,"Long-term index (12 months)","Info., arts, recreation",55.4
2020-01-01,"Long-term index (12 months)","Info., arts, recreation",55.3
2020-02-01,"Long-term index (12 months)","Info., arts, recreation",59.8
2020-03-01,"Long-term index (12 months)","Info., arts, recreation",33.3
2020-03-01,"Long-term index (12 months)","Info., arts, recreation",21.6
2020-04-01,"Long-term index (12 months)","Info., arts, recreation",44.7
2020-04-01,"Long-term index (12 months)","Info., arts, recreation",39
2020-05-01,"Long-term index (12 months)","Info., arts, recreation",47.8
2020-05-01,"Long-term index (12 months)","Info., arts, recreation",37.5
2020-06-01,"Long-term index (12 months)","Info., arts, recreation",44.1
2020-07-01,"Long-term index (12 months)","Info., arts, recreation",47.1
2020-08-01,"Long-term index (12 months)","Info., arts, recreation",57
2020-09-01,"Long-term index (12 months)","Info., arts, recreation",62.5
2020-10-01,"Long-term index (12 months)","Info., arts, recreation",60.7
2020-11-01,"Long-term index (12 months)","Info., arts, recreation",54.6
2020-12-01,"Long-term index (12 months)","Info., arts, recreation",50.9
2021-01-01,"Long-term index (12 months)","Info., arts, recreation",61.6
2021-02-01,"Long-term index (12 months)","Info., arts, recreation",64.3
2021-03-01,"Long-term index (12 months)","Info., arts, recreation",66.2
2021-04-01,"Long-term index (12 months)","Info., arts, recreation",58.8
2021-05-01,"Long-term index (12 months)","Info., arts, recreation",64.4
2021-06-01,"Long-term index (12 months)","Info., arts, recreation",67.3
2021-07-01,"Long-term index (12 months)","Info., arts, recreation",74.5
2021-08-01,"Long-term index (12 months)","Info., arts, recreation",77.7
2021-09-01,"Long-term index (12 months)","Info., arts, recreation",74.5
2021-10-01,"Long-term index (12 months)","Info., arts, recreation",71.6
2021-11-01,"Long-term index (12 months)","Info., arts, recreation",67.8
2021-12-01,"Long-term index (12 months)","Info., arts, recreation",71.2
2022-01-01,"Long-term index (12 months)","Info., arts, recreation",67.5
2022-02-01,"Long-term index (12 months)","Info., arts, recreation",73.2
2022-03-01,"Long-term index (12 months)","Info., arts, recreation",74.4
2022-04-01,"Long-term index (12 months)","Info., arts, recreation",83.7
2022-05-01,"Long-term index (12 months)","Info., arts, recreation",81.1
2000-10-01,"Long-term index (12 months)","Finance, insur. realty",77.9
2001-02-01,"Long-term index (12 months)","Finance, insur. realty",67.5
2001-06-01,"Long-term index (12 months)","Finance, insur. realty",65.5
2001-10-01,"Long-term index (12 months)","Finance, insur. realty",61.2
2001-12-01,"Long-term index (12 months)","Finance, insur. realty",73.5
2002-04-01,"Long-term index (12 months)","Finance, insur. realty",72.2
2002-06-01,"Long-term index (12 months)","Finance, insur. realty",75.7
2002-09-01,"Long-term index (12 months)","Finance, insur. realty",77.7
2002-12-01,"Long-term index (12 months)","Finance, insur. realty",75.8
2003-03-01,"Long-term index (12 months)","Finance, insur. realty",72.7
2003-06-01,"Long-term index (12 months)","Finance, insur. realty",69.9
2003-09-01,"Long-term index (12 months)","Finance, insur. realty",71.4
2003-12-01,"Long-term index (12 months)","Finance, insur. realty",72.3
2004-03-01,"Long-term index (12 months)","Finance, insur. realty",70.8
2004-06-01,"Long-term index (12 months)","Finance, insur. realty",70.8
2004-09-01,"Long-term index (12 months)","Finance, insur. realty",70.5
2004-12-01,"Long-term index (12 months)","Finance, insur. realty",68.7
2005-03-01,"Long-term index (12 months)","Finance, insur. realty",73.5
2005-06-01,"Long-term index (12 months)","Finance, insur. realty",73.9
2005-09-01,"Long-term index (12 months)","Finance, insur. realty",68
2005-12-01,"Long-term index (12 months)","Finance, insur. realty",71.4
2006-03-01,"Long-term index (12 months)","Finance, insur. realty",75.4
2006-06-01,"Long-term index (12 months)","Finance, insur. realty",73.5
2006-09-01,"Long-term index (12 months)","Finance, insur. realty",72
2006-12-01,"Long-term index (12 months)","Finance, insur. realty",71.6
2007-03-01,"Long-term index (12 months)","Finance, insur. realty",69.1
2007-06-01,"Long-term index (12 months)","Finance, insur. realty",67
2007-09-01,"Long-term index (12 months)","Finance, insur. realty",69.6
2007-12-01,"Long-term index (12 months)","Finance, insur. realty",71.6
2008-03-01,"Long-term index (12 months)","Finance, insur. realty",68.6
2008-06-01,"Long-term index (12 months)","Finance, insur. realty",66.7
2008-09-01,"Long-term index (12 months)","Finance, insur. realty",64.9
2008-10-01,"Long-term index (12 months)","Finance, insur. realty",54.3
2008-11-01,"Long-term index (12 months)","Finance, insur. realty",54.2
2008-12-01,"Long-term index (12 months)","Finance, insur. realty",50.7
2009-01-01,"Long-term index (12 months)","Finance, insur. realty",51.4
2009-02-01,"Long-term index (12 months)","Finance, insur. realty",51.1
2009-03-01,"Long-term index (12 months)","Finance, insur. realty",50
2009-04-01,"Long-term index (12 months)","Finance, insur. realty",53.3
2009-05-01,"Long-term index (12 months)","Finance, insur. realty",56.5
2009-06-01,"Long-term index (12 months)","Finance, insur. realty",61.1
2009-07-01,"Long-term index (12 months)","Finance, insur. realty",60.1
2009-08-01,"Long-term index (12 months)","Finance, insur. realty",59.6
2009-09-01,"Long-term index (12 months)","Finance, insur. realty",63.6
2009-10-01,"Long-term index (12 months)","Finance, insur. realty",67.3
2009-11-01,"Long-term index (12 months)","Finance, insur. realty",70.7
2009-12-01,"Long-term index (12 months)","Finance, insur. realty",70
2010-01-01,"Long-term index (12 months)","Finance, insur. realty",70.2
2010-02-01,"Long-term index (12 months)","Finance, insur. realty",66.6
2010-03-01,"Long-term index (12 months)","Finance, insur. realty",67.7
2010-04-01,"Long-term index (12 months)","Finance, insur. realty",67.6
2010-05-01,"Long-term index (12 months)","Finance, insur. realty",68.8
2010-06-01,"Long-term index (12 months)","Finance, insur. realty",68.8
2010-07-01,"Long-term index (12 months)","Finance, insur. realty",67.6
2010-08-01,"Long-term index (12 months)","Finance, insur. realty",67.5
2010-09-01,"Long-term index (12 months)","Finance, insur. realty",63.7
2010-10-01,"Long-term index (12 months)","Finance, insur. realty",62.1
2010-11-01,"Long-term index (12 months)","Finance, insur. realty",65.4
2010-12-01,"Long-term index (12 months)","Finance, insur. realty",68.9
2011-01-01,"Long-term index (12 months)","Finance, insur. realty",73.2
2011-02-01,"Long-term index (12 months)","Finance, insur. realty",70.7
2011-03-01,"Long-term index (12 months)","Finance, insur. realty",70.9
2011-04-01,"Long-term index (12 months)","Finance, insur. realty",67.8
2011-05-01,"Long-term index (12 months)","Finance, insur. realty",70.5
2011-06-01,"Long-term index (12 months)","Finance, insur. realty",69.2
2011-07-01,"Long-term index (12 months)","Finance, insur. realty",68.9
2011-08-01,"Long-term index (12 months)","Finance, insur. realty",65.9
2011-09-01,"Long-term index (12 months)","Finance, insur. realty",63.4
2011-10-01,"Long-term index (12 months)","Finance, insur. realty",59.7
2011-11-01,"Long-term index (12 months)","Finance, insur. realty",62.8
2011-12-01,"Long-term index (12 months)","Finance, insur. realty",65
2012-01-01,"Long-term index (12 months)","Finance, insur. realty",70.3
2012-02-01,"Long-term index (12 months)","Finance, insur. realty",67
2012-03-01,"Long-term index (12 months)","Finance, insur. realty",67.2
2012-04-01,"Long-term index (12 months)","Finance, insur. realty",64.1
2012-05-01,"Long-term index (12 months)","Finance, insur. realty",68
2012-06-01,"Long-term index (12 months)","Finance, insur. realty",66.8
2012-07-01,"Long-term index (12 months)","Finance, insur. realty",70.1
2012-08-01,"Long-term index (12 months)","Finance, insur. realty",63
2012-09-01,"Long-term index (12 months)","Finance, insur. realty",63.1
2012-10-01,"Long-term index (12 months)","Finance, insur. realty",60.4
2012-11-01,"Long-term index (12 months)","Finance, insur. realty",65.1
2012-12-01,"Long-term index (12 months)","Finance, insur. realty",68.5
2013-01-01,"Long-term index (12 months)","Finance, insur. realty",69.5
2013-02-01,"Long-term index (12 months)","Finance, insur. realty",67.8
2013-03-01,"Long-term index (12 months)","Finance, insur. realty",64.9
2013-04-01,"Long-term index (12 months)","Finance, insur. realty",64.6
2013-05-01,"Long-term index (12 months)","Finance, insur. realty",66.4
2013-06-01,"Long-term index (12 months)","Finance, insur. realty",65.1
2013-07-01,"Long-term index (12 months)","Finance, insur. realty",66.8
2013-08-01,"Long-term index (12 months)","Finance, insur. realty",66.6
2013-09-01,"Long-term index (12 months)","Finance, insur. realty",65.7
2013-10-01,"Long-term index (12 months)","Finance, insur. realty",60.3
2013-11-01,"Long-term index (12 months)","Finance, insur. realty",59.6
2013-12-01,"Long-term index (12 months)","Finance, insur. realty",62.8
2014-01-01,"Long-term index (12 months)","Finance, insur. realty",65
2014-02-01,"Long-term index (12 months)","Finance, insur. realty",65.1
2014-03-01,"Long-term index (12 months)","Finance, insur. realty",64.5
2014-04-01,"Long-term index (12 months)","Finance, insur. realty",64.3
2014-05-01,"Long-term index (12 months)","Finance, insur. realty",66.2
2014-06-01,"Long-term index (12 months)","Finance, insur. realty",65.8
2014-07-01,"Long-term index (12 months)","Finance, insur. realty",67.1
2014-08-01,"Long-term index (12 months)","Finance, insur. realty",64.9
2014-09-01,"Long-term index (12 months)","Finance, insur. realty",66.8
2014-10-01,"Long-term index (12 months)","Finance, insur. realty",66.3
2014-11-01,"Long-term index (12 months)","Finance, insur. realty",64.2
2014-12-01,"Long-term index (12 months)","Finance, insur. realty",64.8
2015-01-01,"Long-term index (12 months)","Finance, insur. realty",67.8
2015-02-01,"Long-term index (12 months)","Finance, insur. realty",68.9
2015-03-01,"Long-term index (12 months)","Finance, insur. realty",64.2
2015-04-01,"Long-term index (12 months)","Finance, insur. realty",57.8
